Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Application method (product.metafields.shopify.application-method),Bug type (product.metafields.shopify.bug-type),Chocolate type (product.metafields.shopify.chocolate-type),Color (product.metafields.shopify.color-pattern),Country (product.metafields.shopify.country),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary use (product.metafields.shopify.dietary-use),Dispenser type (product.metafields.shopify.dispenser-type),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Food product form (product.metafields.shopify.food-product-form),Ingredient category (product.metafields.shopify.ingredient-category),Ingredients (product.metafields.shopify.ingredients),Lubricant application (product.metafields.shopify.lubricant-application),Material (product.metafields.shopify.material),Pasta type (product.metafields.shopify.pasta-type),Pet supply product form (product.metafields.shopify.pet-supply-product-form),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Suitable space (product.metafields.shopify.suitable-space),Target gender (product.metafields.shopify.target-gender),Tea input type (product.metafields.shopify.tea-input-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
8.31E+11,"SILVER BIOTICS   SILVER SUPPLEMENT, 473 ml","<p>SILVER BIOTICS   SILVER SUPPLEMENT, 473 ml</p>",AXEL KRAFT,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,SIL2118,3269,shopify,continue,manual,59.2,71.04,TRUE,TRUE,'831060001184,,,,FALSE,"SILVER SUPPLEMENT, 473 ml",,"SILVER SUPPLEMENT, 473 ml",,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,37,active
herbamare-spicy-unit_250-g,HERBAMARE SPICY (UNIT)_250 G,<p>HERBAMARE SPICY (UNIT)_250 G <br></p>,Bioforce Canada Inc.,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices > Herbs & Spices",,,TRUE,Title,Default Title,,,,,,,,410-105-41,0,shopify,continue,manual,7.71,,TRUE,TRUE,'58854431259,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.82,active
herbamare-sodium-free-unit_125-g,HERBAMARE SODIUM FREE (UNIT)_125 G,<p>HERBAMARE SODIUM FREE (UNIT)_125 G <br></p>,Bioforce Canada Inc.,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices > Salt",,,TRUE,Title,Default Title,,,,,,,,410-110-21,0,shopify,continue,manual,5.58,,TRUE,TRUE,'58854110215,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3.49,active
herbamare-spicy-unit_125-g,HERBAMARE SPICY (UNIT)_125 G,<p>HERBAMARE SPICY (UNIT)_125 G<br></p>,Bioforce Canada Inc.,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices > Herbs & Spices",,,TRUE,Title,Default Title,,,,,,,,410-105-21,0,shopify,continue,manual,4.46,,TRUE,TRUE,'58854105211,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.79,active
herbamare-original-unit-_125-g,HERBAMARE ORIGINAL (UNIT) _125 G,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""316"" style=""border-collapse: collapse; width: 237pt;"">
<colgroup>
<col width=""316"" style=""mso-width-source: userset; mso-width-alt: 11235; width: 237pt;""> </colgroup>
<tbody>
<tr height=""53"" style=""mso-height-source: userset; height: 39.6pt;"">
<td height=""53"" class=""xl67"" width=""316"" style=""height: 39.6pt; width: 237pt;"">HERBAMARE ORIGINAL (UNIT) _125 G</td>
</tr>
</tbody>
</table>",Bioforce Canada Inc.,Uncategorized,,,TRUE,Title,Default Title,,,,,,,,410-100-21,0,shopify,continue,manual,4.46,,TRUE,TRUE,'58854100216,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2.79,active
california-poppy-30tablets,California Poppy 30Tablets,<p>California Poppy 30Tablets</p>,Bioforce Canada Inc.,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Herbal Supplements,,,TRUE,Title,Default Title,,,,,,,,021-300-61,0,shopify,continue,manual,34.54,21.59,TRUE,TRUE,'058854994006,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
echinacea-lozenges-pastilles-75g,ECHINACEA  LOZENGES . PASTILLES   75G,,Bioforce Canada Inc.,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Herbal Supplements,,,TRUE,Title,Default Title,,,,,,,,'02160092,0,shopify,continue,manual,6.8,,TRUE,TRUE,'058854989576,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.25,active
6.81E+11,BIOMED    Multi-VM   120 capsules,<p>BIOMED    Multi-VM   120 capsules</p>,Biomed,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'35011620,3269,shopify,continue,manual,52.49,62.99,TRUE,TRUE,'681207116208,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,34,active
6.81E+11,BIOMED    AstaKrill   60 gelcaps,<p>BIOMED    AstaKrill   60 gelcaps</p>,Biomed,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'35011280,3269,shopify,continue,manual,81.99,98.39,TRUE,TRUE,'681207112804,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,48.95,active
6.81E+11,BIOMED    CalMag D 1:1   240 tablets,<p>BIOMED    CalMag D 1:1   240 tablets</p>,Biomed,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'35010776,3269,shopify,continue,manual,46.99,56.39,TRUE,TRUE,'681207107763,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,27.1,active
6.81E+11,BIOMED    Berberine Phytosome   60 capsules,<p>BIOMED    Berberine Phytosome   60 capsules</p>,Biomed,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'35010290,3269,shopify,continue,manual,54.99,65.99,TRUE,TRUE,'681207102904,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,33.89,active
hydrolyzed-collagen-protein-vanilla-795g,HYDROLYZED COLLAGEN PROTEIN VANILLA   795g,,Biotics Research Canada,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Collagen,,,TRUE,Title,Default Title,,,,,,,,7920-BioticsResearch,0,shopify,deny,manual,122.99,,TRUE,TRUE,'780053008641,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,72,active
caprin-100,CAPRIN 100,,Biotics Research Canada,Health & Beauty > Personal Care > Cosmetics > Skin Care > Acne Treatments & Kits,,,TRUE,Title,Default Title,,,,,,,,'1750,0,shopify,deny,manual,47.99,,TRUE,TRUE,'780053030574,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,28,active
7.80E+11,Biotics Research – Tri-Chol – 90 Capsules,"<p>Tri-Chol by Biotics Research supplies a unique combination of botanical components with specific micronutrients, with the focus on inositol hexaniacinate, to help maintain cholesterol levels that are already within a normal range.</p>
<p><strong>Active Ingredients:</strong><br>Asian Water Plantain, Bitter Orange, Choline, Chromium, Commiphora Mukul, Fo-Ti, Guggul, Guggul, Inositol Hexaniacinate, Niacin, Polygonum Cuspidatum, Polygonum Multiflorum</p>
<p>Tri-Chol™ supplies a unique combination of botanical components with specific micronutrients, including inositol hexaniacinate, as a support for modulating cholesterol levels.  </p>
<h3>Features</h3>
<div role=""tablist"" class=""tabs tabs-id-product-template relative"">
<div id=""swiper-tabs-product-template"" class=""swiper-container swiper-container-horizontal swiper-container-free-mode"">
<div role=""tablist"" class=""swiper-wrapper swiper-wrapper-product-template product-page"">
<a tabindex=""0"" aria-selected=""false"" role=""tab"" aria-controls=""block-1579805286658"" class=""swiper-slide title active"" href=""https://shop.bioticsresearch.com/products/tri-chol#block-1579805286658"" id=""tab-block-1579805286658"" target=""-blank""></a>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li class=""a-spacing-mini"">Nutrients Combined to Support Healthy Blood Lipid Levels, Healthy Cholesterol, Sterols, Polygonum, Niacin, Chromium, Resveratrol</li>
<li class=""a-spacing-mini"">
<strong>PROMOTES HEALTHY CHOLESTEROL LEVELS:</strong><span> Tri-Chol contains a blend of nutrients such as chromium, niacin and choline along with botanical support for healthy lipid metabolism. A mixture of phenols and phenol derivatives, Tri-Chol includes Bitter Orange, Polygonum cuspidatum and Asian Water Plantain.</span><br>
</li>
<li class=""a-spacing-mini""><span class=""a-list-item""><strong>SAFE FORM OF NIACIN:</strong><span> </span>Tri-Chol uses one of the safest forms of Niacin, inositol hexaniacinate, which has long been used in Europe.</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item""><strong>PROVIDES ANTIOXIDANT PROTECTION:</strong><span> </span>The botanicals in Tri-Chol have strong antioxidant properties, helping mitigate oxidative damage in the body.</span></li>
</ul>
</div>
</div>
</div>",Biotics Research Canada,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Digestive Supplements,,,TRUE,Title,Default Title,,,,,,,,2700-Biotics,0,shopify,continue,manual,51.87,58.61,TRUE,TRUE,'780053002625,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
hypophysine-200k,Hypophysine 200K,,Boiron Canada Inc.,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Amino Acids,,,TRUE,Title,Default Title,,,,,,,,'774016225374,0,shopify,continue,manual,12.99,,TRUE,TRUE,'774016225374,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.33,active
ovarinum-8dh,Ovarinum 8DH,,Boiron Canada Inc.,Health & Beauty > Health Care > Medicine & Drugs,,,TRUE,Title,Default Title,,,,,,,,'774016285668,0,shopify,deny,manual,12.99,,TRUE,TRUE,'774016285668,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.33,active
crataegus-oxyacantha-30ml,Crataegus oxyacantha  30mL,,Boiron Canada Inc.,Uncategorized,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,'774016346918,400,shopify,continue,manual,12.99,,TRUE,TRUE,'774016346918,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,7.58,active
buttease-naturally-wipes-42wipes,Buttease Naturally Wipes 42Wipes,<p>Buttease Naturally Wipes 42Wipes</p>,Buttease,Uncategorized,,,TRUE,Title,Default Title,,,,,,,,'628942993947,230,shopify,continue,manual,6.66,,TRUE,TRUE,'628942993947,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,4.16,active
8.56E+11,TRU Niagen  30CAPS,<p>TRU Niagen  30CAPS</p>,CLM Health Inc.,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements > Herbal Supplements,,NewVersion-6,TRUE,Title,Default Title,,,,,,,,219-TRUN30-CLM Health Inc.,3629,shopify,continue,manual,59.99,64.99,TRUE,TRUE,'856029008608,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,35,active
upc-4013474113424,Gehwol Health   Foot Care   Vitality Bath   GEHWOL Health | Wellness Starts with Your Feet,<p>Gehwol Health   Foot Care   Vitality Bath   GEHWOL Health | Wellness Starts with Your Feet</p>,Continental Cosmetic,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,GE112552014,3269,shopify,continue,manual,29,34.8,TRUE,TRUE,'4013474113424,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,224.74,active
upc-4013474113059,Gehwol Health   Foot Care   Warming Balm   GEHWOL Health | Wellness Starts with Your Feet,<p>Gehwol Health   Foot Care   Warming Balm   GEHWOL Health | Wellness Starts with Your Feet</p>,Continental Cosmetic,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,GE112440514,3269,shopify,continue,manual,25,30,TRUE,TRUE,'4013474113059,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,172.08,active
upc-4013474113134,Gehwol Health   Foot Care   Foot Deoderant   GEHWOL Health | Wellness Starts with Your Feet,<p>Gehwol Health   Foot Care   Foot Deoderant   GEHWOL Health | Wellness Starts with Your Feet</p>,Continental Cosmetic,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,GE112380814,3269,shopify,continue,manual,29,34.8,TRUE,TRUE,'4013474113134,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,226.8,active
7.33E+12,Blomdahl   Anklet   Gold Ball Anket - 22-27cm,<p>Blomdahl   Anklet   Gold Ball Anket - 22-27cm</p>,Continental Cosmetic,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BL34-23930-00,3269,shopify,continue,manual,154,184.8,TRUE,TRUE,'7330981600009,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,77,active
7.33E+12,Blomdahl   Earrings   Gold Titanium Brilliance Curved Earrings - 10mm,<p>Blomdahl   Earrings   Gold Titanium Brilliance Curved Earrings - 10mm</p>,Continental Cosmetic,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BL15-13146-01,3269,shopify,continue,manual,86.32,103.58,TRUE,TRUE,'7330981530917,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,43.16,active
7.33E+12,Blomdahl   Earrings   Black Ball Stud Earrings - 4mm,<p>Blomdahl   Earrings   Black Ball Stud Earrings - 4mm</p>,Continental Cosmetic,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BL15-1517-00,3269,shopify,continue,manual,36.72,44.06,TRUE,TRUE,'7330981550915,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,18.36,active
ib-synergy-60s,IB SYNERGY  60's,,Designs For Health,Health & Beauty > Personal Care > Cosmetics > Skin Care > Anti-Aging Skin Care,,,TRUE,Title,Default Title,,,,,,,,IBS060-CN,0,shopify,continue,manual,96.99,,TRUE,TRUE,'879452002128,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,56.75,active
kidz-dermo-25-ml,Kidz   Dermo	25 ml,<p>Kidz   Dermo    25 ml</p>,Distripharm,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Serums,,,TRUE,Title,Default Title,,,,,,,,'665808110124,0,shopify,continue,manual,14.3,,TRUE,TRUE,'665808110124,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8.94,active
natural-ghee-naturel-210g,Natural Ghee Naturel 210g,<p>Natural Ghee Naturel 210g</p>,Ecoideas,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,TRUE,Title,Default Title,,,,,,,,PA-180,0,shopify,continue,manual,19.84,,TRUE,TRUE,'628693201803,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,12.4,active
8.90E+12,Radico_Radico Org. Hair Colour Powder - Auburn Red_100g,<p>Radico_Radico Org. Hair Colour Powder - Auburn Red_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD027,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020277,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active
8.90E+12,Radico_Radico Org. Hair Colour Powder - Golden Blonde_100g,<p>Radico_Radico Org. Hair Colour Powder - Golden Blonde_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD026,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020260,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active
8.90E+12,Radico_Radico Org. Hair Colour Powder - Brown_100g,<p>Radico_Radico Org. Hair Colour Powder - Brown_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD016,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020161,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active
8.90E+12,Radico_Radico Org. Hair Colour Powder - Mahogany_100g,<p>Radico_Radico Org. Hair Colour Powder - Mahogany_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD014,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020147,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active
8.90E+12,Radico_Radico Org. Hair Colour Powder - Burgundy_100g,<p>Radico_Radico Org. Hair Colour Powder - Burgundy_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD013,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020130,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active
8.90E+12,Radico_Radico Org. Hair Colour Powder - Copper Brown_100g,<p>Radico_Radico Org. Hair Colour Powder - Copper Brown_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD012,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020123,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active
8.90E+12,Radico_Radico Org. Hair Colour Powder - Light Brown_100g,<p>Radico_Radico Org. Hair Colour Powder - Light Brown_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD011,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020116,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active
8.90E+12,Radico_Radico Org. Hair Colour Powder - Dark Brown_100g,<p>Radico_Radico Org. Hair Colour Powder - Dark Brown_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD010,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020109,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active
8.90E+12,Radico_Radico Org. Hair Colour Powder - Soft Black_100g,<p>Radico_Radico Org. Hair Colour Powder - Soft Black_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,RAD009,3269,shopify,continue,manual,18.99,22.79,TRUE,TRUE,'8902670020093,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,11.87,active
8.89E+12,Mekhala_Mekhala - Organic Vindaloo Paste - (100g)_100g,<p>Mekhala_Mekhala - Organic Vindaloo Paste - (100g)_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-878,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009962878,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active
8.89E+12,Mekhala_Mekhala - Organic Butter Masala Paste - (100g)_100g,<p>Mekhala_Mekhala - Organic Butter Masala Paste - (100g)_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-861,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009962861,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active
8.89E+12,Mekhala_Mekhala - Organic Tikka Masala Paste - (100g)_100g,<p>Mekhala_Mekhala - Organic Tikka Masala Paste - (100g)_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-854,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009962854,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active
8.89E+12,Mekhala_Mekhala Organic Korean Chilli Paste_100g,<p>Mekhala_Mekhala Organic Korean Chilli Paste_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-237,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009962373,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active
8.89E+12,Mekhala_Mekhala Organic Miso Ginger Paste_100g,<p>Mekhala_Mekhala Organic Miso Ginger Paste_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-236,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009962366,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active
8.89E+12,Mekhala_Mekhala Organic Roasted Chili Sambal Paste_100g,<p>Mekhala_Mekhala Organic Roasted Chili Sambal Paste_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-178,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009961789,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active
8.89E+12,Mekhala_Mekhala Organic Thai Red Curry Paste_100g,<p>Mekhala_Mekhala Organic Thai Red Curry Paste_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-100,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009961000,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active
8.89E+12,Mekhala_Mekhala Organic Thai Green Curry Paste_100g,<p>Mekhala_Mekhala Organic Thai Green Curry Paste_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-099,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009960997,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active
8.89E+12,Mekhala_Mekhala Organic Szechuan Mala Chilli Paste_100g,<p>Mekhala_Mekhala Organic Szechuan Mala Chilli Paste_100g</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,MEK-091,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'8885009960911,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active
7.62E+12,Biotta_Biotta - Celery Root - (500mL)_500mL,<p>Biotta_Biotta - Celery Root - (500mL)_500mL</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BIO-996,3269,shopify,continue,manual,9.58,11.5,TRUE,TRUE,'7618500949960,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.99,active
7.62E+12,Biotta_Biotta - Apple Beetroot Ginger - (500mL)_500mL,<p>Biotta_Biotta - Apple Beetroot Ginger - (500mL)_500mL</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BIO-995,3269,shopify,continue,manual,8.51,10.21,TRUE,TRUE,'7618500949953,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.32,active
7.62E+12,Biotta_Biotta - Breuss Original - (500mL)_500mL,<p>Biotta_Biotta - Breuss Original - (500mL)_500mL</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BIO-678,3269,shopify,continue,manual,8.51,10.21,TRUE,TRUE,'7618500946785,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,5.32,active
7.62E+12,Biotta_Biotta - Elderberry - (500mL)_500mL,<p>Biotta_Biotta - Elderberry - (500mL)_500mL</p>,Ecoideas,,,NewVersion-2025,TRUE,Title,Default Title,,,,,,,,BIO-651,3269,shopify,continue,manual,13.84,16.61,TRUE,TRUE,'7618500946518,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,8.65,active
